Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group
vTv Therapeutics Inc. (NasdaqCM:VTVT),NasdaqCM:VTVT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Werewolf Therapeutics, Inc. (NasdaqGS:HOWL)",NasdaqGS:HOWL,Drugs (Biotechnology),Health Care,2836,United States,United States
"Windtree Therapeutics, Inc. (NasdaqCM:WINT)",NasdaqCM:WINT,Drugs (Biotechnology),Health Care,2836,United States,United States
"X4 Pharmaceuticals, Inc. (NasdaqCM:XFOR)",NasdaqCM:XFOR,Drugs (Biotechnology),Health Care,2836,United States,United States
XBiotech Inc. (NasdaqGS:XBIT),NasdaqGS:XBIT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Xencor, Inc. (NasdaqGM:XNCR)",NasdaqGM:XNCR,Drugs (Biotechnology),Health Care,2836,United States,United States
"Xenetic Biosciences, Inc. (NasdaqCM:XBIO)",NasdaqCM:XBIO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Xilio Therapeutics, Inc. (NasdaqGS:XLO)",NasdaqGS:XLO,Drugs (Biotechnology),Health Care,2836,United States,United States
XOMA Corporation (NasdaqGM:XOMA),NasdaqGM:XOMA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Y-mAbs Therapeutics, Inc. (NasdaqGS:YMAB)",NasdaqGS:YMAB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Yield10 Bioscience, Inc. (NasdaqCM:YTEN)",NasdaqCM:YTEN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Zentalis Pharmaceuticals, Inc. (NasdaqGM:ZNTL)",NasdaqGM:ZNTL,Drugs (Biotechnology),Health Care,2836,United States,United States
Zura Bio Limited (NasdaqCM:ZURA),NasdaqCM:ZURA,Drugs (Biotechnology),Health Care,2836,United States,United States
"ZyVersa Therapeutics, Inc. (NasdaqGM:ZVSA)",NasdaqGM:ZVSA,Drugs (Biotechnology),Health Care,2834,United States,United States
4Front Ventures Corp. (CNSX:FFNT),CNSX:FFNT,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"60 Degrees Pharmaceuticals, Inc. (NasdaqCM:SXTP)",NasdaqCM:SXTP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Access-Power & Co., Inc. (OTCPK:ACCR)",OTCPK:ACCR,Drugs (Pharmaceutical),Health Care,7370,United States,United States
"AcelRx Pharmaceuticals, Inc. (NasdaqGM:ACRX)",NasdaqGM:ACRX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Aclaris Therapeutics, Inc. (NasdaqGS:ACRS)",NasdaqGS:ACRS,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Acreage Holdings, Inc. (CNSX:ACRG.A.U)",CNSX:ACRG.A.U,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Adial Pharmaceuticals, Inc. (NasdaqCM:ADIL)",NasdaqCM:ADIL,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Agile Therapeutics, Inc. (NasdaqCM:AGRX)",NasdaqCM:AGRX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"AJ1G, Inc. (OTCPK:AJYG)",OTCPK:AJYG,Drugs (Pharmaceutical),Health Care,2833,United States,United States
"Alimera Sciences, Inc. (NasdaqGM:ALIM)",NasdaqGM:ALIM,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"American Green, Inc. (OTCPK:ERBB)",OTCPK:ERBB,Drugs (Pharmaceutical),Health Care,5912,United States,United States
"AmeriCann, Inc. (OTCPK:ACAN)",OTCPK:ACAN,Drugs (Pharmaceutical),Health Care,6512,United States,United States
"Amneal Pharmaceuticals, Inc. (NasdaqGS:AMRX)",NasdaqGS:AMRX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Amphastar Pharmaceuticals, Inc. (NasdaqGS:AMPH)",NasdaqGS:AMPH,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Ampio Pharmaceuticals, Inc. (NYSEAM:AMPE)",NYSEAM:AMPE,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Amylyx Pharmaceuticals, Inc. (NasdaqGS:AMLX)",NasdaqGS:AMLX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"AN2 Therapeutics, Inc. (NasdaqGS:ANTX)",NasdaqGS:ANTX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Anebulo Pharmaceuticals, Inc. (NasdaqCM:ANEB)",NasdaqCM:ANEB,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"ANI Pharmaceuticals, Inc. (NasdaqGM:ANIP)",NasdaqGM:ANIP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Aquestive Therapeutics, Inc. (NasdaqGM:AQST)",NasdaqGM:AQST,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Artelo Biosciences, Inc. (NasdaqCM:ARTL)",NasdaqCM:ARTL,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Arvinas, Inc. (NasdaqGS:ARVN)",NasdaqGS:ARVN,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Assertio Holdings, Inc. (NasdaqCM:ASRT)",NasdaqCM:ASRT,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Atea Pharmaceuticals, Inc. (NasdaqGS:AVIR)",NasdaqGS:AVIR,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Athira Pharma, Inc. (NasdaqGS:ATHA)",NasdaqGS:ATHA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Avenir Wellness Solutions, Inc. (OTCPK:AVRW)",OTCPK:AVRW,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Avenue Therapeutics, Inc. (NasdaqCM:ATXI)",NasdaqCM:ATXI,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"AXM Pharma, Inc. (OTCPK:AXMP)",OTCPK:AXMP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Axsome Therapeutics, Inc. (NasdaqGM:AXSM)",NasdaqGM:AXSM,Drugs (Pharmaceutical),Health Care,2836,United States,United States
Ayr Wellness Inc. (CNSX:AYR.A),CNSX:AYR.A,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Aytu BioPharma, Inc. (NasdaqCM:AYTU)",NasdaqCM:AYTU,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Baudax Bio, Inc. (OTCPK:BXRX)",OTCPK:BXRX,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Bespoke Extracts, Inc. (OTCPK:BSPK)",OTCPK:BSPK,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Biofrontera Inc. (NasdaqCM:BFRI),NasdaqCM:BFRI,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Bionoid Pharma Inc. (OTCPK:BINP),OTCPK:BINP,Drugs (Pharmaceutical),Health Care,7373,United States,United States
"BioStem Technologies, Inc. (OTCPK:BSEM)",OTCPK:BSEM,Drugs (Pharmaceutical),Health Care,8731,United States,United States
biote Corp. (NasdaqGM:BTMD),NasdaqGM:BTMD,Drugs (Pharmaceutical),Health Care,8090,United States,United States
"Black Bird Biotech, Inc. (OTCPK:BBBT)",OTCPK:BBBT,Drugs (Pharmaceutical),Health Care,2833,United States,United States
"Bloomios, Inc. (OTCPK:BLMS)",OTCPK:BLMS,Drugs (Pharmaceutical),Health Care,3844,United States,United States
Bright Green Corporation (NasdaqCM:BGXX),NasdaqCM:BGXX,Drugs (Pharmaceutical),Health Care,2833,United States,United States
Bristol-Myers Squibb Company (NYSE:BMY),NYSE:BMY,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Cadrenal Therapeutics, Inc. (NasdaqCM:CVKD)",NasdaqCM:CVKD,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"CalciMedica, Inc. (NasdaqCM:CALC)",NasdaqCM:CALC,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Can B Corp. (OTCPK:CANB),OTCPK:CANB,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Cannabis Global, Inc. (OTCPK:CBGL)",OTCPK:CBGL,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Cannonau Corp. (OTCPK:CNNC),OTCPK:CNNC,Drugs (Pharmaceutical),Health Care,2833,United States,United States
Canopus BioPharma Incorporated (OTCPK:CBIA),OTCPK:CBIA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Cansortium Inc. (CNSX:TIUM.U),CNSX:TIUM.U,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Cara Therapeutics, Inc. (NasdaqGM:CARA)",NasdaqGM:CARA,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Cassava Sciences, Inc. (NasdaqCM:SAVA)",NasdaqCM:SAVA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Catalent, Inc. (NYSE:CTLT)",NYSE:CTLT,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"CB Scientific, Inc. (OTCPK:CBSC)",OTCPK:CBSC,Drugs (Pharmaceutical),Health Care,8071,United States,United States
CBD Life Sciences Inc. (OTCPK:CBDL),OTCPK:CBDL,Drugs (Pharmaceutical),Health Care,2833,United States,United States
CBD of Denver Inc. (OTCPK:CBDD),OTCPK:CBDD,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"cbdMD, Inc. (NYSEAM:YCBD)",NYSEAM:YCBD,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Charlotte's Web Holdings, Inc. (TSX:CWEB)",TSX:CWEB,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Cingulate Inc. (NasdaqCM:CING),NasdaqCM:CING,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Citius Pharmaceuticals, Inc. (NasdaqCM:CTXR)",NasdaqCM:CTXR,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Clearside Biomedical, Inc. (NasdaqGM:CLSD)",NasdaqGM:CLSD,Drugs (Pharmaceutical),Health Care,2834,United States,United States
CNBX Pharmaceuticals Inc. (OTCPK:CNBX),OTCPK:CNBX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"CNS Pharmaceuticals, Inc. (NasdaqCM:CNSP)",NasdaqCM:CNSP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Cocrystal Pharma, Inc. (NasdaqCM:COCP)",NasdaqCM:COCP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Cognition Therapeutics, Inc. (NasdaqGM:CGTX)",NasdaqGM:CGTX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Collegium Pharmaceutical, Inc. (NasdaqGS:COLL)",NasdaqGS:COLL,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Context Therapeutics Inc. (NasdaqCM:CNTX),NasdaqCM:CNTX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Corcept Therapeutics Incorporated (NasdaqCM:CORT),NasdaqCM:CORT,Drugs (Pharmaceutical),Health Care,2834,United States,United States
CorMedix Inc. (NasdaqGM:CRMD),NasdaqGM:CRMD,Drugs (Pharmaceutical),Health Care,2836,United States,United States
Cresco Labs Inc. (CNSX:CL),CNSX:CL,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Cumberland Pharmaceuticals Inc. (NasdaqGS:CPIX),NasdaqGS:CPIX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Curaleaf Holdings, Inc. (TSX:CURA)",TSX:CURA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Curative Biosciences, Inc. (OTCPK:CBDX)",OTCPK:CBDX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"CymaBay Therapeutics, Inc. (NasdaqGS:CBAY)",NasdaqGS:CBAY,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Dakshidin Corporation, Inc. (OTCPK:DKSC)",OTCPK:DKSC,Drugs (Pharmaceutical),Health Care,2833,United States,United States
"Daré Bioscience, Inc. (NasdaqCM:DARE)",NasdaqCM:DARE,Drugs (Pharmaceutical),Health Care,2834,United States,United States
DMK Pharmaceuticals Corporation (NasdaqCM:DMK),NasdaqCM:DMK,Drugs (Pharmaceutical),Health Care,2834,United States,United States
DURECT Corporation (NasdaqCM:DRRX),NasdaqCM:DRRX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Earth Science Tech, Inc. (OTCPK:ETST)",OTCPK:ETST,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Eco-Growth Strategies Inc. (OTCPK:ECGS),OTCPK:ECGS,Drugs (Pharmaceutical),Health Care,8711,United States,United States
"Edgewise Therapeutics, Inc. (NasdaqGS:EWTX)",NasdaqGS:EWTX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Elanco Animal Health Incorporated (NYSE:ELAN),NYSE:ELAN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Eli Lilly and Company (NYSE:LLY),NYSE:LLY,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Elite Pharmaceuticals, Inc. (OTCPK:ELTP)",OTCPK:ELTP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Eloxx Pharmaceuticals, Inc. (OTCPK:ELOX)",OTCPK:ELOX,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Emmaus Life Sciences, Inc. (OTCPK:EMMA)",OTCPK:EMMA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Endexx Corporation (OTCPK:EDXC),OTCPK:EDXC,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Enliven Therapeutics, Inc. (NasdaqGS:ELVN)",NasdaqGS:ELVN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Enveric Biosciences, Inc. (NasdaqCM:ENVB)",NasdaqCM:ENVB,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Esperion Therapeutics, Inc. (NasdaqGM:ESPR)",NasdaqGM:ESPR,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Eton Pharmaceuticals, Inc. (NasdaqGM:ETON)",NasdaqGM:ETON,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Evofem Biosciences, Inc. (OTCPK:EVFM)",OTCPK:EVFM,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Evoke Pharma, Inc. (NasdaqCM:EVOK)",NasdaqCM:EVOK,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Evolus, Inc. (NasdaqGM:EOLS)",NasdaqGM:EOLS,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Eyenovia, Inc. (NasdaqCM:EYEN)",NasdaqCM:EYEN,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"EyePoint Pharmaceuticals, Inc. (NasdaqGM:EYPT)",NasdaqGM:EYPT,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Fulcrum Therapeutics, Inc. (NasdaqGM:FULC)",NasdaqGM:FULC,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"GB Sciences, Inc. (OTCPK:GBLX)",OTCPK:GBLX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
GelStat Corp. (OTCPK:GSAC),OTCPK:GSAC,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"GNCC Capital, Inc. (OTCPK:GNCP)",OTCPK:GNCP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Goodness Growth Holdings, Inc. (CNSX:GDNS)",CNSX:GDNS,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Grapefruit USA, Inc. (OTCPK:GPFT)",OTCPK:GPFT,Drugs (Pharmaceutical),Health Care,3845,United States,United States
Green Hygienics Holdings Inc. (OTCPK:GRYN),OTCPK:GRYN,Drugs (Pharmaceutical),Health Care,1540,United States,United States
Green Thumb Industries Inc. (CNSX:GTII),CNSX:GTII,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Grown Rogue International Inc. (CNSX:GRIN),CNSX:GRIN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Harmony Biosciences Holdings, Inc. (NasdaqGM:HRMY)",NasdaqGM:HRMY,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Harrow, Inc. (NasdaqGM:HROW)",NasdaqGM:HROW,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Hepion Pharmaceuticals, Inc. (NasdaqCM:HEPA)",NasdaqCM:HEPA,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Hoth Therapeutics, Inc. (NasdaqCM:HOTH)",NasdaqCM:HOTH,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"iAnthus Capital Holdings, Inc. (CNSX:IAN)",CNSX:IAN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"IGC Pharma, Inc. (NYSEAM:IGC)",NYSEAM:IGC,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Ikena Oncology, Inc. (NasdaqGM:IKNA)",NasdaqGM:IKNA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Indivior PLC (LSE:INDV),LSE:INDV,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Innovation1 Biotech Inc. (OTCPK:IVBT),OTCPK:IVBT,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Innoviva, Inc. (NasdaqGS:INVA)",NasdaqGS:INVA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Intra-Cellular Therapies, Inc. (NasdaqGS:ITCI)",NasdaqGS:ITCI,Drugs (Pharmaceutical),Health Care,2836,United States,United States
Item 9 Labs Corp. (OTCPK:INLB),OTCPK:INLB,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Itoco Inc. (OTCPK:ITMC),OTCPK:ITMC,Drugs (Pharmaceutical),Health Care,2833,United States,United States
"Itonis, Inc. (OTCPK:ITNS)",OTCPK:ITNS,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Jaguar Health, Inc. (NasdaqCM:JAGX)",NasdaqCM:JAGX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Jetblack Corp. (OTCPK:JTBK),OTCPK:JTBK,Drugs (Pharmaceutical),Health Care,7370,United States,United States
Johnson & Johnson (NYSE:JNJ),NYSE:JNJ,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Journey Medical Corporation (NasdaqCM:DERM),NasdaqCM:DERM,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Jushi Holdings Inc. (OTCPK:JUSH.F),OTCPK:JUSH.F,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Kaya Holdings, Inc. (OTCPK:KAYS)",OTCPK:KAYS,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Kiora Pharmaceuticals, Inc. (NasdaqCM:KPRX)",NasdaqCM:KPRX,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"KRTL Holding Group, Inc. (OTCPK:KRTL)",OTCPK:KRTL,Drugs (Pharmaceutical),Health Care,2086,United States,United States
"Landos Biopharma, Inc. (NasdaqCM:LABP)",NasdaqCM:LABP,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Ligand Pharmaceuticals Incorporated (NasdaqGM:LGND),NasdaqGM:LGND,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Lipocine Inc. (NasdaqCM:LPCN),NasdaqCM:LPCN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Liquidia Corporation (NasdaqCM:LQDA),NasdaqCM:LQDA,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"LiveCare, Inc. (OTCPK:LVCE)",OTCPK:LVCE,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Longboard Pharmaceuticals, Inc. (NasdaqGM:LBPH)",NasdaqGM:LBPH,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Lotus Pharmaceuticals, Inc. (OTCPK:LTUS)",OTCPK:LTUS,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Lowell Farms Inc. (CNSX:LOWL),CNSX:LOWL,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Lyra Therapeutics, Inc. (NasdaqGM:LYRA)",NasdaqGM:LYRA,Drugs (Pharmaceutical),Health Care,3841,United States,United States
"Marijuana Company of America, Inc. (OTCPK:MCOA)",OTCPK:MCOA,Drugs (Pharmaceutical),Health Care,7370,United States,United States
MariMed Inc. (OTCPK:MRMD),OTCPK:MRMD,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Marinus Pharmaceuticals, Inc. (NasdaqGM:MRNS)",NasdaqGM:MRNS,Drugs (Pharmaceutical),Health Care,2836,United States,United States
"Medican Enterprises, Inc. (OTCPK:MDCN)",OTCPK:MDCN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Medicine Man Technologies, Inc. (OTCPK:SHWZ)",OTCPK:SHWZ,Drugs (Pharmaceutical),Health Care,8742,United States,United States
MedMen Enterprises Inc. (CNSX:MMEN),CNSX:MMEN,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Merck & Co., Inc. (NYSE:MRK)",NYSE:MRK,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Mind Medicine (MindMed) Inc. (NasdaqGS:MNMD),NasdaqGS:MNMD,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"MIRA Pharmaceuticals, Inc. (NasdaqCM:MIRA)",NasdaqCM:MIRA,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"MJ Holdings, Inc. (OTCPK:MJNE)",OTCPK:MJNE,Drugs (Pharmaceutical),Health Care,2834,United States,United States
Mushrooms Inc. (OTCPK:MSRM),OTCPK:MSRM,Drugs (Pharmaceutical),Health Care,2200,United States,United States
"MyMD Pharmaceuticals, Inc. (NasdaqCM:MYMD)",NasdaqCM:MYMD,Drugs (Pharmaceutical),Health Care,2834,United States,United States
"Mystic Holdings, Inc. (OTCPK:MSTH)",OTCPK:MSTH,Drugs (Pharmaceutical),Health Care,2833,United States,United States
NDT Pharmaceuticals Inc. (OTCPK:NDTP),OTCPK:NDTP,Drugs (Pharmaceutical),Health Care,1000,United States,United States
Nektar Therapeutics (NasdaqCM:NKTR),NasdaqCM:NKTR,Drugs (Pharmaceutical),Health Care,2834,United States,United States
